Precio (€),Marca,Modelo,Motor,Potencia (cv),Km,Ciudad,Año,Image
33.500,Lexus,UX 300e Business,Eléctrico,204,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/0311548369744425-744425_1_281696x128029_.JPG
33.500,Lexus,UX 300e Business,Eléctrico,204,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/d/medium/0309225747744425_1.jpg
91.895,Lexus,LS 500h Luxury Art,Híbrido,359,9.770,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03015178271637238650459.jpg
52.395,Lexus,ES 300h F-Sport,Híbrido,218,8.759,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/12/7/medium/03006099911636650774197.jpg
74.995,Lexus,RX 450h Luxury,Híbrido,313,8.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/1/medium/02977248871635179653008.jpg
25.900,Lexus,CT 200h Executive,Híbrido,136,2.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/21/3/medium/0287458549017b6350-adb2-0c36-edf9-4f1fc62198a7.jpg
36.700,Lexus,NX 300h Business 2WD,Híbrido,197,5.500,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/25/8/medium/2278549766017a3f12-b57c-6266-4bba-6cb6036eabe7.jpg
35.995,Lexus,UX 300e Business,Eléctrico,204,600,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/03/6/medium/22748706250179cc7d-4868-fbb1-39ac-b3fa6824f327.jpg
38.800,Lexus,NX 300h Executive,Híbrido,197,9.951,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311564821495349-1.png
37.900,Lexus,UX 300e Business,Eléctrico,204,1.150,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/031155925592277-WhatsApp_Image_2021-07-22_at_10.14.16.jpeg
48.400,Lexus,UX 300e Business,Eléctrico,204,250,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/2/medium/029727502501_1625170816_438.jpg
38.400,Lexus,NX 300h Premium 2WD,Híbrido,197,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2021/02/03/3/medium/621b7aa45eaf686d5a426c8061049f6b.jpeg
58.900,Lexus,RX 450h Business,Híbrido,313,1.000,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/d/medium/0301482033640x480.jpg
31.500,Lexus,UX 250h Business,Híbrido,184,4.432,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/c/medium/0301599331640x480.jpg
31.500,Lexus,UX 250h Business,Híbrido,184,4.657,Burgos,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/20/5/medium/0301599305640x480.jpg
22.990,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,6.837,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/031231791015f8e8d867dafa8ba14e6c3088b5c9b1-5869446-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
24.500,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,4.352,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/8/medium/f2d65dc17e3bf56a2ae597eeb23d91e3.jpg
25.300,Mazda,3 Sedán 2.0 Skyactiv-X,Gasolina,180,100,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/421df5a8fab3d2b08c67736f13de5480.png
26.600,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,5,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/e/medium/88037fc7b6ffdebcea7d8d9dc2e111ac.jpg
32.300,Mazda,CX-5 2.2 Skyactiv-D,Diesel,150,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/174276528e9002da62a9f9ec3f37cd43.jpg
29.800,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/75a42cac2908d502912f8ec9de153e08.jpg
29.500,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/c/medium/c80e8b72df443034341d8896830c0cb4.jpg
29.800,Mazda,CX-5 2.0 Skyactiv-G,Gasolina,165,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/25/1/medium/74edd42db856680da050db67870c7ff9.jpg
23.900,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,9.320,Zaragoza,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/30/9/medium/0307777539m_img_114_2046_39483_1624443367.jpg
25.500,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,4.023,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/031155933586129-IMG_20211104_102137.jpg
25.000,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,180,40,Ourense,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/d/medium/0307233111017dec2e-4813-71a4-6b6e-819309ab1a72.jpg
26.600,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,180,3.827,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311534481177538-1.JPG
22.590,Mazda,CX-30 2.0 Skyactiv-G Origin,Gasolina,122,7.954,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/0/medium/031232104448d6d6a29792b8e51f5dda4607a44821-6346662-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
22.890,Mazda,CX-30 2.0 Skyactiv-G Origin,Gasolina,122,7.389,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/0312321042e848e43a0bee28c4d665f4b4ae926606-6084715-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
23.500,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,7.725,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/7/medium/031096380715415603_01.jpg
23.990,Mazda,MX-30 e-Skyactiv Evolution,Eléctrico,143,6.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/11/9/medium/deb6b59607e04537471dff766530e848.jpg
23.900,Mazda,CX-30 2.0 Skyactiv-G,Gasolina,122,4.050,Zaragoza,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/27/e/medium/0297776475m_img_114_2035_39259_1624270170.jpg
23.900,Mazda,CX-30 2.0 Skyactiv-G Zenith,Gasolina,122,9.703,Alava,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/18/7/medium/0291498905384dce3b-792b-4fde-8f0d-afb8e25bf0a2_original.jpg
27.400,Mazda,CX-30 2.0 Skyactiv-X,Gasolina,186,10,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/07/0/medium/fe583b1f1b3b8ad4dcabb5d038ccb701.jpg
27.500,Mazda,CX-30 2.0 Skyactiv-X Zenith,Gasolina,186,11,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/031155925792931-IMG_3014.jpg
38.890,Mercedes,Clase C 300 9G-Tronic,Gasolina,258,9.300,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/04/4/medium/029923816911423425_01.jpg
159.495,Mercedes,EQS 580 4Matic,Eléctrico,523,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/2/medium/e2a8706d000197d6adf563fa8723a66a.PNG
72.995,Mercedes,EQC 400 4MATIC,Eléctrico,408,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/14/7/medium/b704d8964603ed955b3f8e36c84a3a8a.jpg
37.195,Mercedes,Clase A 180d 8G-DCT,Diesel,116,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/2/medium/aaa074ba92e6575f207fcb31da9a4560.PNG
51.595,Mercedes,EQA 250,Eléctrico,190,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/5/medium/09ca9fd6bdbc6d48275bb7265009c58c.jpg
39.900,Mercedes,Clase B 250e 8G-DCT,Híbrido,218,5,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2021/06/10/6/medium/0275997865W1K2470861J177032_1.jpg
84.500,Mercedes,Clase S 350d 9G-Tronic,Diesel,286,2,Huelva,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/28/d/medium/02981063051.jpg
37.000,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,1.000,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2021/06/05/c/medium/0275151713W1K1770861J261221_1.jpg
39.200,Mercedes,Clase B 200 7G-DCT,Gasolina,163,6,Cordoba,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/1/medium/0304760825WDD2470871J076599_1.jpg
63.800,Mercedes,Clase GLC 300 4Matic,Gasolina,258,0,Alicante,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/15/e/medium/0305420405713003_01.jpg
61.847,Mercedes,Clase GLC 300de 4Matic,Híbrido,317,1,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/11/2/medium/cc10a9f3bfc6d0b7f5296b415779166e.jpeg
42.153,Mercedes,Clase CLA Shooting Brake,Diesel,150,3,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/11/9/medium/ba125dd19be3709120318f722f866610.jpeg
37.800,Mercedes,Clase GLA 180 7G-DCT,Gasolina,136,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/23/a/medium/0282949840captura1.JPG
53.600,Mercedes,Clase GLC Coupé 200d,Diesel,163,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/03/2/medium/0289363287IMG_1592.JPG
50.700,Mercedes,Clase GLC 200d 4Matic,Diesel,163,0,Ciudad Real,2022,https://imgs.coches.com/coches/fotos/usados/2021/07/21/d/medium/02826121980157707958_01.jpg
69.995,Mercedes,Clase GLA AMG 45 S,Gasolina,422,7,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/20/9/medium/0301585177WDC1569521J548748_1.jpg
29.995,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,4.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/d/medium/030529937581631669204b47219118c4c31d99667b_original.jpg
29.995,Mercedes,Clase A 250e 8G-DCT,Híbrido,218,4.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/4/medium/0305299371465318865ea3527b1535fc2fb6d2d8d4_original.jpg
68.755,Mercedes,EQB 300 4Matic,Eléctrico,228,3,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/b/medium/d2c4b73bc1207ebb958740871a0269ba.jpeg
22.890,Mercedes,Citan Tourer 110CDI Base,Diesel,95,10,Sevilla,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/1/medium/f4f48bb2c6a822c119c9421031285e06.jpg
11.200,Mitsubishi,Space 120 MPI Motion,Gasolina,71,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/2/medium/b0ede314930027d392e10b8cd50ae908.jpeg
10.800,Mitsubishi,Space 120 MPI Motion,Gasolina,71,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/b55a2431543917ad9d1fc86ca2084f2e.jpg
21.000,Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,6,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/c/medium/0e4cbcc183fd1fcd804af1135539431c.jpg
40.500,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/6/medium/0da3be8afa80b77a192ed6523111818e.jpg
33.500,Mitsubishi,PHEV Motion 4WD,Híbrido,230,10.000,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/29ccd53ce28013eafab545284108a60e.JPG
34.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,1.300,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/4/medium/030631650501_1640019939_038.jpg
38.900,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,8.300,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/0563aec386bfb1dd20e18ea0597f30c4.JPG
11.539,Mitsubishi,Space 120 MPI Motion,Gasolina,80,9.787,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562707411509-1.jpg
38.500,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,870,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562711470352-1.jpg
29.900,Mitsubishi,150 T Kaiteki 4WD,Gasolina,163,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311562713477045-1.jpg
34.990,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,9.990,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03014547590406LRM-1.png
31.000,Mitsubishi,150 T Kaiteki Black,Gasolina,163,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/d/medium/0305629841JMBXJGK1WLZ003618-03.jpg
31.000,Mitsubishi,150 T Kaiteki Black,Gasolina,163,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/1/medium/0305575069JMBXJGK1WLZ003618-03.jpg
35.600,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,9.600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/16/5/medium/02962092839487LMV_01.png
35.990,Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,475,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/24/f/medium/fd118e4c42f04bbf08e2616305b6801f.jpg
34.800,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,9.900,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/15/c/medium/f8fd0a353b720d3a0be9417cc4bd004e.JPG
22.500,Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,30,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/7/medium/0307684883017e01c5-2349-088b-10ca-bedf272a6be9.jpg
37.000,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,44,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/2/medium/0306864011017de82d-8ecb-48b5-0706-fb54505fef41.jpg
37.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,5,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/1/medium/0309837807017ccb57-3443-1b24-8e6a-9b53fd22553d.jpg
37.900,Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,7.500,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/14/0/medium/0290917097017bdedf-b624-1625-63cb-0774495e6494.jpg
48.990,MINI,Mini Mini John Cooper Works,Gasolina,306,3.500,Pontevedra,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/20/1/medium/0eb3ce3705d52c8595aa8cc4eb1afeb7.JPG
29.890,MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/0/medium/f45fe6992f04f8c940ca264a6d6370dc.JPG
29.985,MINI,Mini Mini Cooper S 131kW Aut.,Gasolina,178,7.490,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/3/medium/031059429515920808_01.jpg
29.500,MINI,Mini Mini Cooper SE,Eléctrico,184,4.023,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/8/medium/ab411c1cf37b2ab2fd7301fd49fc6b3e.jpg
30.900,MINI,Mini Mini Cooper Aut.,Gasolina,136,919,Illes Balears,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311553783248159-3468lgw_photo_07.jpg
29.900,MINI,Mini Mini Cooper,Gasolina,136,17,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311553435243655-5010lry_photo_11.jpg
46.990,MINI,Mini Mini John Cooper Works,Gasolina,306,7.000,Tenerife,2020,https://imgs.coches.com/coches/fotos/usados/2021/01/14/4/medium/a25f91ec7803126f742864ea2ce51d78.jpg
30.800,MINI,Mini Mini Cooper SE,Eléctrico,184,342,Leon,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311435411m_img_157_4043_01_1642656172.jpg
34.990,MINI,Mini Mini John Cooper Works,Gasolina,231,9.581,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/11/c/medium/3026466dfee4dc0adac92dd3d20537ad.jpg
29.900,MINI,Mini Mini Cooper SE,Eléctrico,184,0,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/16/a/medium/0276972663m_img_157_1947_01_1623743165.jpg
31.716,MINI,Mini Countryman Mini One D,Diesel,116,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/8/medium/48600a90c538a1cd5d4a5b5404745615.JPG
49.368,MINI,Mini Mini Cabrio John Cooper,Gasolina,231,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/e86df051f29676b3f490364294d007ff.JPG
45.520,MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/4/medium/fddf7b305a3304763b0b5193065704ac.JPG
40.527,MINI,Mini Mini Cabrio Cooper S Aut.,Gasolina,178,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/5/medium/aba7ab695ca304c7a64380a0c5a8d011.JPG
31.656,MINI,Mini Mini Cooper S,Gasolina,178,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/e/medium/19ed97c47196c43124efb3403071a80b.JPG
30.300,MINI,Mini Mini Cooper,Gasolina,136,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/9/medium/d38979d6baffc07efa7f37a35ccbb395.JPG
26.937,MINI,Mini Mini Cooper,Gasolina,136,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/8/medium/a0fee1a9ff78fa7e0f8c6d87e7aabd81.JPG
37.710,MINI,Mini Mini Cabrio John Cooper,Gasolina,231,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/5/medium/9eff54cf6f5c2f6ea0b9da1a7fd05b17.JPG
28.390,MINI,Mini Mini Cooper Aut.,Gasolina,136,76,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/f/medium/0311553375243547-7395lsm_photo_07.jpg
33.500,MINI,Mini Mini Cooper Aut.,Gasolina,136,0,Cantabria,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/05/c/medium/0308795311m_img_157_2171_01_1641275362.jpg
25.569,Nissan,Navara 2.3dCi Doble Cabina,Diesel,161,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311563093498766-ex0.jpg
15.344,Nissan,Micra IG-T Acenta 92,Gasolina,92,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563089498715-portada.jpg
22.331,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311563091498737-iris_28629.jpg
22.331,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563015498737-iris_28629.jpg
28.595,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/b/medium/0309805477017e436f-6e0d-42a4-20e8-490de4b7b8ed.jpg
15.550,Nissan,Micra IG-T Acenta 92,Gasolina,92,1,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/e/medium/03109133212ba5e4c8-27e6-421f-ba07-daee7e855397_original.jpg
18.900,Nissan,Juke 1.0 DIG-T,Gasolina,114,1,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311563761158610-1.jpg
18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,"Rioja, La",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311562787426058-1b.JPG
18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311562683426058-1b.JPG
29.300,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/f/medium/0310100439017e4f90-c930-8946-b82b-7ae4c51154d0.jpg
29.000,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310100433017e4f90-457a-73db-00ac-3cce057b75c3.jpg
18.990,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,10,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311562247426058-1b.JPG
29.900,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310100387017e4f85-8b52-171a-b0e4-42fd210d2933.jpg
27.900,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/2/medium/0310100349017e4f83-cb26-4709-c8c6-36cf5eacc1bf.jpg
19.900,Nissan,Juke 1.0 DIG-T,Gasolina,114,519,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563745159168-1.jpg
30.250,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/3/medium/0310236615017e5462-d1ce-2523-a14d-7b278453b90b.jpg
30.600,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/b/medium/0310236671017e5463-569e-260d-6d3b-f44f76d34ab3.jpg
19.380,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/f/medium/0309809275017e43b0-31bb-8798-c765-31cbf2af8c2f.jpg
19.080,Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/b/medium/0309809261017e43ac-0ddd-a042-da0e-8eaf3d14aba5.jpg
24.900,Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,140,53,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/14/9/medium/5cfa096e665d0d28946da9497abfc1af.jpg
28.900,Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/03/26/4/medium/0262963539017868da-86d2-f662-f69a-a6038e802492.jpg
27.400,Opel,Combo -e Life Elegance Plus,Eléctrico,136,0,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/7/medium/030481176915887388_01.jpg
27.750,Opel,Mokka -e GS Line-e,Eléctrico,136,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/10/a/medium/48b367f14484f6609abb14c0e966ede3.JPG
29.990,Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,3.500,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/7/medium/031087847916444962_01.jpg
22.850,Opel,Grandland 1.2T S&S 2020,Gasolina,130,10,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/17/1/medium/e89294aa6b311f95095815d8373e78c4.JPG
20.700,Opel,Grandland 1.2T S&S Edition 130,Gasolina,130,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/0/medium/7e5e27d84136917064a80c7626873206.JPG
14.700,Opel,Corsa 1.2T XHL S/S,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/3/medium/030481174715887307_01.jpg
17.700,Opel,Corsa 1.2T XHL S/S,Gasolina,100,48,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/21/e/medium/0301837095dedb2732-9147-42c8-b64e-bad8c5e4af36_original.jpg
19.700,Opel,Crossland 1.2 S&S Edition 110,Gasolina,110,48,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/06/8/medium/030905227169a97a91-f6fe-4812-ba26-0e2f3c8378a0_original.jpg
14.900,Opel,Crossland 1.2 S&S 82,Gasolina,82,600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/02/b/medium/0293977273017c3ae1-3d76-a3e4-d37a-c537a3f6944a.jpg
24.050,Opel,Insignia ST 1.5D DVH S&S,Diesel,122,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/09/6/medium/821aec89d56c0a8f95278b72f909151d.JPG
26.200,Opel,Mokka -e GS Line Plus-e,Eléctrico,136,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/2/medium/e0b8c4ec7a9e95995c496916b1770ee3.JPG
21.000,Opel,Mokka 1.2T S&S GS Line,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/6/medium/884d4b7ee087c87d8db9dbc5d5dcf96a.jpg
20.600,Opel,Mokka 1.2T S&S Business,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/3/medium/bbd3f9dda63fea2fd87d7881c9def12f.jpg
24.490,Opel,Mokka 1.2T S&S GS Line,Gasolina,130,37,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/20/0/medium/55a1a30279db673a0c0e4580144da0bf.jpg
26.500,Opel,Grandland 1.2T S&S Edition 130,Gasolina,130,154,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/22/8/medium/114dcfdda4f71fe8477d3bc6bfb39835.jpg
27.300,Opel,Grandland 1.2T S&S Ultimate,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/d7d1f1cfbf31085c6196ce1172eb7577.JPG
21.289,Opel,Corsa -e Elegance-e,Eléctrico,136,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/8/medium/32844b3ed9f53205f224a2e9a54348b2.jpg
33.900,Opel,Mokka -e GS Ultimate-e,Eléctrico,136,950,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/26/1/medium/0278733676017a443f-fb23-cb1a-d3b4-34e22a359d49.jpg
31.990,Opel,Mokka -e GS Line-e,Eléctrico,136,1.200,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/23/b/medium/5f27653a35e78e981adfe4ada3d8acf1.jpg
27.500,Peugeot,5008 1.5BlueHDi S&S,Diesel,130,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031087818516653183_01.jpg
